prob_slum,id
7.191840268205851e-05,86
3.987038610375748e-08,87
1.1628537777141901e-07,88
4.139353961818415e-07,89
1.9880195395671763e-05,90
0.00010077212937176228,91
0.0005672916886396706,92
3.062847099499777e-05,93
5.345619865693152e-05,94
4.866835297434591e-06,95
0.00017100039985962212,96
0.0007310817600227892,97
0.00013779739674646407,98
4.333085234975442e-05,99
7.233352789626224e-06,100
0.00011193099635420367,101
0.00010280142305418849,102
1.5808711395948194e-05,103
1.0569125379333855e-06,104
1.7029466334861354e-06,105
1.9748245904338546e-05,106
0.0002162562304874882,107
1.459911982237827e-05,108
6.29726200713776e-05,109
0.0009081639000214636,110
6.259333531488664e-07,111
5.272511884868436e-07,112
0.00043573728180490434,113
1.0516440624996903e-06,339
1.0286925089530996e-06,340
1.6339014337063418e-06,341
8.361202503692766e-07,342
6.631075848417822e-07,343
1.3582817928181612e-06,344
3.865793587465305e-06,345
1.9957590211561183e-06,346
8.277446613647044e-05,347
0.00025368528440594673,348
0.00012734906340483576,349
2.3847520424169488e-05,350
2.451280352033791e-06,351
3.4160086670453893e-06,352
3.9519843994639814e-05,353
0.00030712902662344277,354
9.419989510206506e-06,355
1.8347088825976243e-06,356
5.310298547556158e-07,357
0.00010024748189607635,358
6.596767343580723e-05,359
0.00013930107525084168,360
7.677853659515677e-07,361
5.494645733961079e-07,362
0.00011205637565581128,363
0.00016423885244876146,364
0.0006704127881675959,365
0.0007157216896302998,366
2.062663043034263e-06,592
7.899087904661428e-06,593
5.985818279441446e-05,594
1.6768530258559622e-05,595
6.671353185083717e-05,596
1.7291857147938572e-05,597
1.7056292563211173e-05,598
4.3739419197663665e-05,599
0.00968393124639988,600
0.028055908158421516,601
2.5859291781671345e-05,602
3.9664610085310414e-07,603
3.803849892847211e-07,604
1.6899456340979668e-06,605
1.5941448054945795e-06,606
4.350432391220238e-06,607
3.01012869385886e-06,608
5.504256478161551e-06,609
8.670792885823175e-05,610
0.004756190814077854,611
0.0012384128058329225,612
1.2872228580818046e-05,613
1.1113106666016392e-05,614
5.452062623589882e-07,615
3.38891040883027e-05,616
0.08583055436611176,617
0.017639627680182457,618
0.0004192710330244154,619
3.996299346908927e-05,845
0.0002545669849496335,846
0.0005214178236201406,847
3.1618688808521256e-05,848
6.400033726094989e-06,849
1.8738198832579656e-06,850
8.293996870634146e-06,851
3.353322244947776e-05,852
9.3558628577739e-05,853
0.00010431704140501097,854
5.073021043244808e-07,855
9.172288173431298e-07,856
1.009242396321497e-06,857
1.6631174730719067e-06,858
9.898861890178523e-07,859
8.456660907540936e-06,860
1.5674420410505263e-06,861
1.1953989996982273e-05,862
0.004960307851433754,863
0.03572714328765869,864
0.005225026048719883,865
3.9343976823147386e-05,866
1.7873615433927625e-05,867
3.606721656979062e-05,868
0.031129950657486916,869
0.029851071536540985,870
2.5944831577362493e-05,871
3.1249437597580254e-06,872
1.5109808373381384e-06,1098
0.0005639155860990286,1099
0.010278396308422089,1100
1.6560427411604906e-06,1101
6.132539169811935e-07,1102
0.00015373410133179277,1103
0.00011613875540206209,1104
0.007204349618405104,1105
0.0023913008626550436,1106
6.706402473355411e-06,1107
1.3227284512140614e-07,1108
1.0399700158814085e-06,1109
5.798611937279929e-07,1110
6.063393698241271e-07,1111
3.6293164384915144e-07,1112
2.788136771414429e-05,1113
1.1158877896377817e-05,1114
9.454550308873877e-06,1115
0.0017740315524861217,1116
0.019596533849835396,1117
0.004528495948761702,1118
0.009263667277991772,1119
0.07270624488592148,1120
0.015771409496665,1121
0.049812618643045425,1122
0.0011046633590012789,1123
3.364861868249136e-06,1124
1.8554612779553281e-06,1125
6.010381525811681e-07,1351
5.133192075845727e-07,1352
2.312600599907455e-06,1353
9.002054071061139e-07,1354
1.4355181292557972e-06,1355
3.441599574216525e-06,1356
3.2827159884618595e-05,1357
5.4227625696512405e-06,1358
6.21635308561963e-07,1359
1.8579743255031644e-07,1360
7.946735536279448e-08,1361
5.293077265378088e-07,1362
1.438568659750672e-07,1363
4.723603979073232e-06,1364
1.6356181731680408e-05,1365
2.2328088107315125e-06,1366
4.762904154631542e-06,1367
5.2140971092740074e-05,1368
0.0082574263215065,1369
0.00027641974156722426,1370
0.006162283476442099,1371
0.179378941655159,1372
0.06227189302444458,1373
0.5995218753814697,1374
0.04015742242336273,1375
0.0007246538298204541,1376
1.3054612281848677e-05,1377
8.946698471845593e-06,1378
0.0005257960292510688,1604
1.652724495215807e-05,1605
0.0007050323183648288,1606
8.19715114630526e-06,1607
0.00011880099191330373,1608
0.003011242486536503,1609
0.026323722675442696,1610
0.0007890869746915996,1611
0.00017346804088447243,1612
8.954193617682904e-05,1613
2.4608016246929765e-06,1614
3.346698633777123e-07,1615
6.592017598450184e-06,1616
3.3769231322366977e-06,1617
2.068026333290618e-05,1618
2.138430772902211e-06,1619
2.4217282771132886e-05,1620
0.0003891302039846778,1621
1.400506153004244e-05,1622
0.0006313099875114858,1623
4.2649289753171615e-06,1624
0.005151378456503153,1625
0.005790482275187969,1626
0.03365349397063255,1627
0.0021015091333538294,1628
0.09354865550994873,1629
0.0006890061777085066,1630
6.781747742934385e-06,1631
0.0018298362847417593,1857
0.0004106784181203693,1858
0.00942693930119276,1859
0.008074428886175156,1860
0.00024296676565427333,1861
0.06820845603942871,1862
0.2951886057853699,1863
0.43694570660591125,1864
0.5132472515106201,1865
0.24693989753723145,1866
0.00038842824869789183,1867
0.00030038945260457695,1868
0.09933647513389587,1869
2.087263055727817e-05,1870
4.3608083615254145e-06,1871
1.3672791965291253e-06,1872
3.5902921808883548e-06,1873
1.6991805750876665e-05,1874
0.0002753788430709392,1875
0.00088989466894418,1876
0.006106064189225435,1877
0.02560475282371044,1878
0.060818303376436234,1879
0.07190954685211182,1880
1.1381417607481126e-05,1881
0.00010547533020144328,1882
1.9009386960533448e-05,1883
0.00012935818813275546,1884
0.0002532657526899129,2110
0.009164837189018726,2111
0.06452526152133942,2112
0.11129491776227951,2113
0.06045134738087654,2114
0.2010568231344223,2115
0.10610973834991455,2116
0.059341587126255035,2117
0.12997332215309143,2118
0.6821186542510986,2119
0.22816279530525208,2120
3.0961968150222674e-05,2121
0.00823189690709114,2122
1.1472936421341728e-05,2123
9.370604630021262e-07,2124
1.0178792564374817e-07,2125
6.572946404048707e-06,2126
5.600794975180179e-05,2127
0.013302146457135677,2128
0.020151665434241295,2129
0.0010561463423073292,2130
8.182881174434442e-06,2131
7.315263792406768e-05,2132
0.0018564005149528384,2133
0.0026718713343143463,2134
0.00011045043356716633,2135
6.46254193270579e-07,2136
0.00018095476843882352,2137
0.003629774786531925,2363
0.09113185852766037,2364
0.011112409643828869,2365
0.00037653124309144914,2366
0.0004517991910688579,2367
0.0007523176027461886,2368
0.00367450388148427,2369
0.022467145696282387,2370
0.318637877702713,2371
0.7204664349555969,2372
0.2982545495033264,2373
0.001185322180390358,2374
0.23246212303638458,2375
0.00136312167160213,2376
0.00014474625641014427,2377
9.111642611969728e-06,2378
7.39649806291709e-07,2379
3.6663202536146855e-06,2380
9.629514534026384e-05,2381
1.66565712333977e-06,2382
1.2968901046406245e-06,2383
1.1883651040989207e-06,2384
8.044794412853662e-06,2385
3.5397064834796765e-07,2386
5.625297944789054e-06,2387
1.023233744490426e-05,2388
1.0443072824273258e-06,2389
3.843469130515587e-06,2390
0.00730823865160346,2598
1.0525457582843956e-05,2616
1.546401108498685e-05,2617
0.0011168986093252897,2618
0.02312520705163479,2619
0.1812756508588791,2620
0.03441362828016281,2621
0.12444125860929489,2622
0.502307116985321,2623
0.5090463161468506,2624
0.7414134740829468,2625
0.2861200273036957,2626
0.00044263515155762434,2627
0.19932255148887634,2628
0.24844902753829956,2629
0.06939966976642609,2630
0.08911491930484772,2631
4.842113412450999e-06,2632
1.323368564953853e-06,2633
1.6965381291811354e-05,2634
2.1788406229461543e-05,2635
1.2777042002198868e-07,2636
3.091024154855404e-06,2637
8.900346415430249e-08,2638
4.249380936016678e-07,2639
9.086576113759293e-08,2640
9.670673534856178e-06,2641
3.3590520160942106e-06,2642
9.553114978189114e-06,2643
0.2608735263347626,2851
0.2219455987215042,2852
0.675784170627594,2853
0.14874422550201416,2854
0.006822193507105112,2855
0.0015187503304332495,2856
0.00022632817854173481,2857
0.0003320786345284432,2858
0.0022806734777987003,2859
0.0006882193265482783,2860
0.05247379094362259,2861
0.00014593465311918408,2862
6.321914042928256e-06,2863
4.991179594071582e-06,2864
9.606695675756782e-05,2865
0.4315539300441742,2866
0.00046484096674248576,2867
0.0005757857579737902,2868
0.0071985539980232716,2869
3.848461346933618e-05,2870
0.0002306573442183435,2871
5.1395683840382844e-05,2872
0.008838699199259281,2873
0.027754919603466988,2874
0.33937332034111023,2875
0.11718758940696716,2876
0.40357038378715515,2877
0.4685100018978119,2878
0.657645583152771,2879
0.2046312540769577,2880
0.234908789396286,2881
0.667716920375824,2882
0.4884968101978302,2883
0.15052172541618347,2884
0.0009876206750050187,2885
0.0002921461418736726,2886
0.00549314683303237,2887
0.0001323388423770666,2888
1.6823858459247276e-05,2889
2.798090827127453e-05,2890
1.0585745258140378e-05,2891
2.442409640934784e-05,2892
7.36109541321639e-07,2893
5.223143489274662e-06,2894
1.674144914431963e-05,2895
1.8459870716469595e-06,2896
0.3229910731315613,2960
0.14374840259552002,3104
0.03520800545811653,3105
0.3024745583534241,3106
0.12192968279123306,3107
0.002648107009008527,3108
0.003054073080420494,3109
0.0246383436024189,3110
0.0001659650297369808,3111
8.400574529332516e-07,3112
7.435026054736227e-05,3113
0.006129406858235598,3114
4.803915726370178e-05,3115
2.3662551029701717e-05,3116
4.6558325266232714e-05,3117
2.4872622816474177e-05,3118
0.028387969359755516,3119
0.0010137043427675962,3120
0.005534214433282614,3121
0.0018836772069334984,3122
4.978171273251064e-05,3123
0.07320207357406616,3124
0.13468407094478607,3125
0.05805584788322449,3126
0.253643274307251,3127
0.137060284614563,3128
0.012210140004754066,3129
0.003702713642269373,3130
0.29273521900177,3131
0.31688106060028076,3132
0.0010324366157874465,3133
0.014782276004552841,3134
0.0003653264429885894,3135
0.14359690248966217,3136
0.3134661018848419,3137
0.029869554564356804,3138
0.020707426592707634,3139
0.01632622443139553,3140
