prob_slum,id
0.5243228673934937,52446
0.5219859480857849,52447
0.5315211415290833,52448
0.541207492351532,52449
0.5297255516052246,52450
0.5267077088356018,52451
0.5267153978347778,52452
0.5371503233909607,52453
0.5393550395965576,52454
0.5504632592201233,52455
0.5646808743476868,52456
0.5339565277099609,52457
0.5256090760231018,52458
0.55568528175354,52459
0.5406802296638489,52460
0.5507276058197021,52461
0.5567179322242737,52462
0.5545642375946045,52463
0.5509375333786011,52464
0.5565543174743652,52465
0.5543960928916931,52466
0.5279715657234192,52467
0.5270126461982727,52468
0.5441434979438782,52469
0.5475940704345703,52470
0.5419655442237854,52471
0.5591123700141907,52472
0.5435478687286377,52473
0.5509394407272339,52474
0.5481208562850952,52475
0.548855185508728,52476
0.5717447400093079,52477
0.5515563488006592,52478
0.5815790891647339,52479
0.5994883179664612,52480
0.5432897210121155,52481
0.5310147404670715,52482
0.575538158416748,52483
0.5119150876998901,52484
0.5032555460929871,52485
0.5218356251716614,52486
0.5091958045959473,52487
0.5048555135726929,52488
0.5165402889251709,52489
0.5072909593582153,52490
0.5089058876037598,52491
0.5032886266708374,52492
0.5020638108253479,52493
0.5017165541648865,52494
0.5109978318214417,52495
0.5223119258880615,52496
0.5282285213470459,52497
0.5262604355812073,52498
0.5178637504577637,52499
0.5304431915283203,52500
0.5417999625205994,52501
0.5133541822433472,52502
0.5096518397331238,52503
0.5238032937049866,52504
0.5262956023216248,52505
0.5334547758102417,52506
0.517136812210083,52507
0.5139265060424805,52508
0.499153733253479,52509
0.5038992762565613,52510
0.5229029655456543,52511
0.528982400894165,52512
0.5249801278114319,52513
0.4998430609703064,52514
0.5019794702529907,52515
0.502494215965271,52516
0.5012770891189575,52517
0.4974476397037506,52518
0.5060195326805115,52519
0.508507251739502,52520
0.506049394607544,52521
0.501548171043396,52522
0.507113516330719,52523
0.5208092331886292,52524
0.5108269453048706,52525
0.5027890801429749,52526
0.5070594549179077,52527
0.5034818649291992,52528
0.5129555463790894,52529
0.502673864364624,52530
0.5080136060714722,52531
0.5032099485397339,52532
0.5078283548355103,52533
0.5034785866737366,52534
0.49836185574531555,52535
0.5003546476364136,52536
0.5088068842887878,52537
0.5068812370300293,52538
0.503372311592102,52539
0.509307324886322,52540
0.5019769072532654,52541
0.5156290531158447,52542
0.5046061873435974,52543
0.5133520364761353,52544
0.5079132914543152,52545
0.5127016305923462,52546
0.5101903676986694,52547
0.5165263414382935,52548
0.5228334069252014,52549
0.5125102400779724,52550
0.5166774988174438,52551
0.5219907164573669,52552
0.5436773896217346,52699
0.5373054146766663,52700
0.5107502341270447,52701
0.5109965205192566,52702
0.5359368324279785,52703
0.5284654498100281,52704
0.5297163724899292,52705
0.5299370884895325,52706
0.5410497784614563,52707
0.5423932671546936,52708
0.5667877793312073,52709
0.5320224165916443,52710
0.5247431397438049,52711
0.5332759618759155,52712
0.5513107180595398,52713
0.5531347990036011,52714
0.5533744096755981,52715
0.556046187877655,52716
0.5456657409667969,52717
0.5533940196037292,52718
0.5591542720794678,52719
0.5533003807067871,52720
0.5423756837844849,52721
0.5499101281166077,52722
0.5457208156585693,52723
0.5408352613449097,52724
0.5592487454414368,52725
0.5465762615203857,52726
0.5648316740989685,52727
0.5870185494422913,52728
0.5589077472686768,52729
0.5634958744049072,52730
0.5759389400482178,52731
0.5787638425827026,52732
0.5996720790863037,52733
0.5699979066848755,52734
0.547217845916748,52735
0.5441521406173706,52736
0.5056470632553101,52737
0.5017505884170532,52738
0.5228752493858337,52739
0.5134376287460327,52740
0.5041748285293579,52741
0.5163582563400269,52742
0.5067223906517029,52743
0.497278094291687,52744
0.5010762214660645,52745
0.5028460621833801,52746
0.5015111565589905,52747
0.5036517381668091,52748
0.5066347122192383,52749
0.5072115659713745,52750
0.5273550748825073,52751
0.5300666093826294,52752
0.5392833948135376,52753
0.5355055332183838,52754
0.5363176465034485,52755
0.5543177723884583,52756
0.5328875184059143,52757
0.5236339569091797,52758
0.5321798324584961,52759
0.5196793675422668,52760
0.5073424577713013,52761
0.5018571615219116,52762
0.5084229707717896,52763
0.5414551496505737,52764
0.5333276987075806,52765
0.538937509059906,52766
0.5023983120918274,52767
0.5086460709571838,52768
0.5002154111862183,52769
0.4911610186100006,52770
0.499980092048645,52771
0.49702200293540955,52772
0.5008323192596436,52773
0.5030993223190308,52774
0.5064229369163513,52775
0.5140641927719116,52776
0.5039146542549133,52777
0.5079491138458252,52778
0.49510684609413147,52779
0.5017918944358826,52780
0.5075455904006958,52781
0.5071768164634705,52782
0.49995672702789307,52783
0.5064747929573059,52784
0.49792617559432983,52785
0.5075479745864868,52786
0.5065459609031677,52787
0.49678298830986023,52788
0.49971523880958557,52789
0.5000878572463989,52790
0.5001993179321289,52791
0.5052711963653564,52792
0.5196898579597473,52793
0.5096204876899719,52794
0.5269040465354919,52795
0.5141227841377258,52796
0.539771556854248,52797
0.5101162791252136,52798
0.5110475420951843,52799
0.5069170594215393,52800
0.5121800899505615,52801
0.5217330455780029,52802
0.5138987302780151,52803
0.5147219300270081,52804
0.5271235704421997,52805
0.5463809967041016,52952
0.5585031509399414,52953
0.530670702457428,52954
0.5101555585861206,52955
0.5226960778236389,52956
0.5367388725280762,52957
0.5308058261871338,52958
0.5349706411361694,52959
0.5457524657249451,52960
0.5495761036872864,52961
0.5950835943222046,52962
0.5401026606559753,52963
0.531186580657959,52964
0.533388078212738,52965
0.5429015755653381,52966
0.5600109696388245,52967
0.5619991421699524,52968
0.553511917591095,52969
0.5496060252189636,52970
0.5463865995407104,52971
0.5541868805885315,52972
0.5565978288650513,52973
0.5345355272293091,52974
0.5413054823875427,52975
0.5437798500061035,52976
0.5419830679893494,52977
0.5346546173095703,52978
0.5486651062965393,52979
0.5546900629997253,52980
0.5929374098777771,52981
0.5590233206748962,52982
0.5484474897384644,52983
0.586654782295227,52984
0.6132857203483582,52985
0.552589476108551,52986
0.5625835657119751,52987
0.556098461151123,52988
0.5060665011405945,52989
0.49858105182647705,52990
0.5227124691009521,52991
0.5134019255638123,52992
0.5130041241645813,52993
0.5029513239860535,52994
0.502406895160675,52995
0.5029480457305908,52996
0.49725237488746643,52997
0.5050193071365356,52998
0.5002233982086182,52999
0.5017979145050049,53000
0.5051900744438171,53001
0.5025190711021423,53002
0.511769711971283,53003
0.5158950090408325,53004
0.5313593745231628,53005
0.5566466450691223,53006
0.5377007722854614,53007
0.5326987504959106,53008
0.5566660761833191,53009
0.5142686367034912,53010
0.5162973999977112,53011
0.5345485210418701,53012
0.5206955671310425,53013
0.5013970732688904,53014
0.5014513731002808,53015
0.5049940347671509,53016
0.5112466812133789,53017
0.5511093139648438,53018
0.5240699648857117,53019
0.5037668943405151,53020
0.497077614068985,53021
0.49486634135246277,53022
0.496553897857666,53023
0.49492958188056946,53024
0.5045931935310364,53025
0.5058546662330627,53026
0.5097326040267944,53027
0.5102738738059998,53028
0.5188280940055847,53029
0.5012223720550537,53030
0.5053075551986694,53031
0.5042617917060852,53032
0.5062733292579651,53033
0.5006815791130066,53034
0.4972921311855316,53035
0.5060214400291443,53036
0.5065146684646606,53037
0.5023375153541565,53038
0.508901059627533,53039
0.5041587948799133,53040
0.5009509921073914,53041
0.49929502606391907,53042
0.5035017132759094,53043
0.5061838030815125,53044
0.5039833188056946,53045
0.5190115571022034,53046
0.5099360346794128,53047
0.5210890769958496,53048
0.5117998123168945,53049
0.5540757179260254,53050
0.5235075950622559,53051
0.5132447481155396,53052
0.5068691372871399,53053
0.5108150243759155,53054
0.5238315463066101,53055
0.5091544985771179,53056
0.5043380260467529,53057
0.5278833508491516,53058
0.5526288747787476,53205
0.5254238843917847,53206
0.5489474534988403,53207
0.9224255681037903,53208
0.5072146058082581,53209
