id,clusterkmeans,clustergmm,probcl0,probcl1,probcl2,probcl3,probcl4,probcl5,probcl6,probcl7,probcl8,probcl9,probmax,stability
95,9,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
97,9,7,0.0,0.0,0.0,0.01,0.0,0.0,0.2,0.8,0.0,0.0,0.8,0.6
98,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
99,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
102,5,3,0.0,0.07,0.0,0.92,0.0,0.0,0.0,0.01,0.0,0.0,0.92,0.85
103,5,3,0.0,0.02,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.96
104,2,1,0.32,0.66,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.34
105,2,0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98
106,2,0,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.94
107,2,0,0.48,0.48,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.43
108,2,1,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98
109,2,1,0.0,0.71,0.28,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.71,0.43
110,2,1,0.0,0.87,0.06,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.87,0.81
111,9,1,0.01,0.5,0.18,0.0,0.0,0.0,0.24,0.0,0.06,0.0,0.5,0.26
112,2,1,0.0,0.5,0.46,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.5,0.04
113,2,1,0.0,0.49,0.48,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.49,0.01
341,2,2,0.02,0.3,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.38
342,2,2,0.05,0.33,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.29
347,9,6,0.0,0.04,0.0,0.0,0.0,0.0,0.53,0.0,0.42,0.0,0.53,0.11
348,8,6,0.0,0.0,0.01,0.01,0.0,0.0,0.98,0.0,0.0,0.0,0.98,0.97
349,9,3,0.0,0.0,0.0,0.6,0.0,0.0,0.4,0.01,0.0,0.0,0.6,0.2
353,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
354,5,3,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.98
356,5,3,0.0,0.03,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.94
357,2,1,0.0,0.49,0.01,0.12,0.0,0.0,0.02,0.0,0.0,0.36,0.49,0.13
358,0,0,0.93,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.93,0.88
359,2,0,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.96
360,2,0,0.67,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.34
363,9,1,0.0,0.85,0.0,0.0,0.0,0.0,0.14,0.0,0.01,0.0,0.85,0.71
364,9,1,0.01,0.46,0.33,0.0,0.0,0.0,0.14,0.0,0.07,0.0,0.46,0.13
365,2,2,0.04,0.28,0.64,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.64,0.36
366,2,1,0.0,0.83,0.14,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.83,0.69
593,2,1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99
594,2,2,0.04,0.21,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.54
595,2,2,0.02,0.03,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.92
596,2,2,0.0,0.17,0.82,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.65
597,2,2,0.0,0.18,0.8,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.62
598,8,2,0.0,0.17,0.81,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.81,0.64
599,8,1,0.0,0.44,0.06,0.0,0.0,0.0,0.28,0.0,0.21,0.0,0.44,0.16
600,8,8,0.0,0.01,0.01,0.0,0.0,0.0,0.1,0.0,0.88,0.0,0.88,0.78
601,8,2,0.0,0.0,0.8,0.02,0.0,0.0,0.15,0.0,0.04,0.0,0.8,0.65
602,1,3,0.0,0.0,0.0,0.55,0.0,0.0,0.45,0.0,0.0,0.0,0.55,0.1
607,5,3,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.38,0.0,0.0,0.62,0.24
608,5,3,0.0,0.17,0.0,0.72,0.0,0.0,0.0,0.11,0.0,0.0,0.72,0.55
609,5,3,0.0,0.02,0.0,0.9,0.0,0.0,0.0,0.08,0.0,0.0,0.9,0.82
610,5,3,0.0,0.22,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.01,0.77,0.55
611,0,0,0.87,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.87,0.79
612,2,0,0.96,0.01,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.96,0.94
614,2,0,0.61,0.1,0.28,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.61,0.33
616,9,1,0.0,0.87,0.0,0.01,0.0,0.0,0.11,0.0,0.01,0.0,0.87,0.76
617,8,2,0.0,0.12,0.79,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.79,0.67
845,2,1,0.0,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98
846,9,1,0.0,0.95,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.95,0.91
847,9,1,0.0,0.76,0.0,0.0,0.0,0.0,0.23,0.0,0.01,0.0,0.76,0.53
849,2,2,0.0,0.04,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.91
850,2,2,0.0,0.09,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.81
851,8,2,0.0,0.3,0.62,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.62,0.32
852,9,8,0.0,0.35,0.02,0.0,0.0,0.0,0.2,0.0,0.43,0.0,0.43,0.08
853,8,6,0.0,0.16,0.07,0.0,0.0,0.0,0.48,0.0,0.29,0.0,0.48,0.19
854,2,6,0.0,0.0,0.01,0.22,0.0,0.0,0.77,0.0,0.0,0.0,0.77,0.55
860,5,7,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.85,0.0,0.0,0.85,0.7
861,5,7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,0.0,0.8,0.6
862,5,3,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.34,0.0,0.0,0.66,0.32
863,5,3,0.0,0.1,0.0,0.61,0.0,0.0,0.01,0.0,0.0,0.28,0.61,0.33
864,0,2,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.79,0.59
865,0,2,0.01,0.0,0.94,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.94,0.91
866,9,6,0.01,0.0,0.2,0.01,0.0,0.0,0.77,0.0,0.0,0.01,0.77,0.57
867,9,6,0.0,0.03,0.0,0.07,0.0,0.0,0.89,0.0,0.0,0.0,0.89,0.82
869,9,6,0.0,0.25,0.0,0.0,0.0,0.0,0.53,0.0,0.21,0.0,0.53,0.28
870,9,0,0.36,0.11,0.02,0.0,0.0,0.0,0.25,0.0,0.27,0.0,0.36,0.09
871,2,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99
872,2,2,0.0,0.32,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.35
1098,2,1,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99
1099,9,1,0.0,0.97,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.97,0.95
1100,9,1,0.0,0.55,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.55,0.1
1101,9,1,0.05,0.77,0.04,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.77,0.63
1103,2,2,0.01,0.36,0.62,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.62,0.26
1104,8,2,0.01,0.02,0.73,0.0,0.0,0.0,0.01,0.0,0.23,0.0,0.73,0.5
1105,9,8,0.06,0.02,0.02,0.0,0.0,0.0,0.21,0.0,0.7,0.0,0.7,0.49
1106,9,6,0.11,0.05,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.84,0.73
1107,2,0,0.58,0.12,0.01,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.58,0.29
1114,5,3,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.35,0.0,0.0,0.65,0.3
1115,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1116,0,9,0.0,0.02,0.0,0.09,0.0,0.0,0.01,0.0,0.0,0.87,0.87,0.78
1117,0,0,0.52,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.52,0.2
1118,0,0,0.71,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.04,0.21,0.71,0.5
1119,9,6,0.04,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.18,0.78,0.6
1120,9,0,0.45,0.17,0.01,0.01,0.0,0.0,0.33,0.0,0.02,0.01,0.45,0.12
1121,0,8,0.16,0.04,0.23,0.0,0.0,0.0,0.08,0.0,0.48,0.0,0.48,0.25
1122,0,8,0.46,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.47,0.05,0.47,0.01
1123,0,0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.96,0.94
1124,2,0,0.95,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.95,0.92
1355,8,2,0.02,0.22,0.51,0.0,0.0,0.0,0.09,0.0,0.16,0.0,0.51,0.29
1356,8,2,0.0,0.42,0.44,0.02,0.0,0.0,0.09,0.0,0.02,0.0,0.44,0.02
1357,8,8,0.0,0.01,0.23,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.76,0.53
1358,0,2,0.02,0.12,0.79,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.79,0.67
1362,2,2,0.0,0.0,0.7,0.28,0.0,0.0,0.01,0.0,0.0,0.0,0.7,0.42
1367,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1368,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1369,0,9,0.23,0.05,0.0,0.03,0.0,0.0,0.13,0.0,0.01,0.54,0.54,0.31
1370,0,0,0.98,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.97
1371,0,0,0.88,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.88,0.8
1372,0,9,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.93,0.93,0.88
1373,0,9,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.92
1374,0,9,0.0,0.0,0.11,0.0,0.0,0.0,0.01,0.0,0.0,0.88,0.88,0.77
1375,0,0,0.74,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.74,0.56
1376,0,0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.18,0.73,0.55
1377,9,0,0.94,0.02,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.94,0.9
1604,8,2,0.0,0.44,0.46,0.0,0.0,0.0,0.06,0.0,0.03,0.0,0.46,0.02
1606,9,1,0.0,0.86,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.86,0.73
1607,2,1,0.13,0.77,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.77,0.64
1608,8,2,0.0,0.19,0.74,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.74,0.55
1609,8,8,0.0,0.09,0.33,0.03,0.0,0.0,0.06,0.0,0.49,0.0,0.49,0.16
1610,8,8,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.0,0.96,0.0,0.96,0.94
1611,8,6,0.0,0.01,0.03,0.04,0.0,0.0,0.46,0.0,0.45,0.0,0.46,0.01
1612,9,0,0.88,0.03,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.01,0.88,0.8
1613,9,6,0.05,0.44,0.0,0.02,0.0,0.0,0.49,0.0,0.0,0.0,0.49,0.05
1614,2,1,0.0,0.68,0.03,0.17,0.0,0.0,0.12,0.0,0.0,0.0,0.68,0.51
1615,2,6,0.02,0.02,0.09,0.06,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.71
1616,2,3,0.0,0.0,0.0,0.82,0.0,0.0,0.18,0.0,0.0,0.0,0.82,0.64
1620,9,6,0.09,0.38,0.02,0.06,0.0,0.0,0.45,0.0,0.0,0.01,0.45,0.07
1621,0,0,0.82,0.05,0.06,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.82,0.76
1622,0,0,0.89,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.89,0.82
1623,0,0,0.96,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.96,0.93
1624,0,2,0.01,0.0,0.72,0.0,0.0,0.0,0.02,0.0,0.01,0.24,0.72,0.48
1625,1,2,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.66,0.32
1626,0,9,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.57,0.14
1627,0,9,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.96,0.96,0.93
1628,0,8,0.23,0.0,0.31,0.0,0.0,0.0,0.01,0.0,0.4,0.05,0.4,0.09
1629,0,0,0.63,0.0,0.06,0.0,0.0,0.0,0.02,0.0,0.22,0.07,0.63,0.41
1630,9,0,0.65,0.13,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.65,0.44
1631,2,1,0.0,0.65,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.3
1857,2,1,0.0,0.62,0.0,0.37,0.0,0.0,0.0,0.01,0.0,0.0,0.62,0.25
1858,8,8,0.0,0.11,0.34,0.0,0.0,0.0,0.03,0.0,0.52,0.0,0.52,0.18
1859,8,8,0.0,0.02,0.12,0.0,0.0,0.0,0.02,0.0,0.84,0.0,0.84,0.72
1860,8,8,0.01,0.04,0.09,0.0,0.0,0.0,0.04,0.0,0.81,0.0,0.81,0.72
1861,8,8,0.0,0.24,0.32,0.01,0.0,0.0,0.07,0.0,0.36,0.0,0.36,0.04
1862,8,2,0.0,0.0,0.56,0.11,0.0,0.0,0.06,0.0,0.26,0.0,0.56,0.3
1863,8,8,0.0,0.0,0.18,0.02,0.0,0.0,0.18,0.0,0.62,0.0,0.62,0.44
1864,7,8,0.0,0.0,0.07,0.01,0.05,0.0,0.2,0.0,0.61,0.06,0.61,0.41
1865,0,0,0.63,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.1,0.22,0.63,0.41
1866,0,9,0.07,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.02,0.86,0.86,0.79
1867,0,0,0.89,0.03,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01,0.89,0.82
1868,0,6,0.01,0.0,0.34,0.03,0.0,0.0,0.47,0.0,0.0,0.15,0.47,0.13
1869,9,6,0.0,0.0,0.0,0.06,0.0,0.0,0.88,0.0,0.0,0.06,0.88,0.82
1870,9,6,0.0,0.0,0.0,0.41,0.0,0.0,0.59,0.0,0.0,0.0,0.59,0.18
1874,2,0,0.89,0.09,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.89,0.8
1875,0,0,0.86,0.04,0.02,0.0,0.0,0.0,0.01,0.0,0.04,0.02,0.86,0.82
1876,0,0,0.75,0.02,0.01,0.0,0.0,0.0,0.02,0.0,0.16,0.04,0.75,0.59
1877,0,9,0.19,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.38,0.4,0.4,0.02
1878,0,2,0.0,0.0,0.82,0.0,0.0,0.0,0.02,0.0,0.02,0.14,0.82,0.68
1879,0,0,0.49,0.0,0.28,0.0,0.0,0.0,0.01,0.0,0.16,0.06,0.49,0.21
1880,8,2,0.01,0.0,0.46,0.0,0.0,0.0,0.12,0.0,0.37,0.04,0.46,0.09
1881,8,8,0.02,0.0,0.3,0.0,0.0,0.0,0.05,0.0,0.63,0.0,0.63,0.33
1882,8,8,0.03,0.06,0.41,0.0,0.0,0.0,0.06,0.0,0.44,0.0,0.44,0.03
1883,9,1,0.01,0.67,0.04,0.0,0.0,0.0,0.11,0.0,0.17,0.0,0.67,0.5
2110,8,1,0.0,0.84,0.04,0.07,0.0,0.0,0.03,0.0,0.02,0.0,0.84,0.77
2111,8,2,0.0,0.03,0.57,0.0,0.0,0.0,0.01,0.0,0.39,0.0,0.57,0.18
2112,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,0.99
2113,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.97,0.0,0.97,0.94
2114,8,8,0.0,0.01,0.19,0.01,0.0,0.0,0.02,0.0,0.77,0.0,0.77,0.58
2115,8,2,0.0,0.0,0.76,0.02,0.0,0.0,0.13,0.0,0.08,0.0,0.76,0.63
2116,8,8,0.0,0.0,0.06,0.01,0.0,0.0,0.05,0.0,0.89,0.0,0.89,0.83
2117,8,2,0.16,0.0,0.4,0.0,0.0,0.0,0.02,0.0,0.38,0.04,0.4,0.02
2118,0,0,0.59,0.0,0.15,0.0,0.01,0.0,0.01,0.0,0.06,0.18,0.59,0.41
2119,7,9,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.01,0.86,0.86,0.73
2120,0,9,0.02,0.0,0.0,0.05,0.0,0.0,0.06,0.0,0.0,0.86,0.86,0.8
2121,0,9,0.13,0.1,0.0,0.21,0.0,0.0,0.01,0.0,0.0,0.56,0.56,0.35
2122,0,9,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0,0.93,0.93,0.88
2123,9,0,0.86,0.03,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.05,0.86,0.8
2127,2,0,0.52,0.13,0.03,0.01,0.0,0.0,0.32,0.0,0.0,0.0,0.52,0.2
2128,9,6,0.02,0.04,0.0,0.0,0.0,0.0,0.84,0.0,0.1,0.0,0.84,0.74
2129,9,8,0.02,0.04,0.0,0.0,0.0,0.0,0.37,0.0,0.57,0.0,0.57,0.2
2130,0,0,0.78,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.15,0.0,0.78,0.63
2131,9,0,0.54,0.12,0.0,0.0,0.0,0.0,0.07,0.0,0.27,0.0,0.54,0.27
2132,9,0,0.76,0.04,0.04,0.0,0.0,0.0,0.03,0.0,0.12,0.0,0.76,0.64
2133,9,6,0.0,0.13,0.0,0.0,0.0,0.0,0.86,0.0,0.01,0.0,0.86,0.73
2134,9,6,0.0,0.16,0.0,0.0,0.0,0.0,0.59,0.0,0.25,0.0,0.59,0.34
2135,8,8,0.0,0.15,0.01,0.01,0.0,0.0,0.4,0.0,0.44,0.0,0.44,0.04
2136,9,1,0.0,0.78,0.0,0.01,0.0,0.0,0.21,0.0,0.0,0.0,0.78,0.57
2137,2,1,0.0,0.86,0.0,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.86,0.74
2363,8,3,0.0,0.13,0.0,0.85,0.0,0.0,0.0,0.01,0.01,0.0,0.85,0.72
2364,8,8,0.0,0.04,0.19,0.01,0.0,0.0,0.0,0.0,0.75,0.0,0.75,0.56
2365,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
2366,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,0.99
2367,8,8,0.0,0.0,0.16,0.03,0.0,0.0,0.01,0.0,0.79,0.0,0.79,0.63
2368,8,2,0.0,0.0,0.48,0.0,0.0,0.0,0.08,0.0,0.43,0.0,0.48,0.05
2369,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.99,0.0,0.99,0.98
2370,0,9,0.12,0.0,0.04,0.01,0.0,0.0,0.05,0.0,0.08,0.69,0.69,0.57
2371,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.99,0.98
2372,3,4,0.0,0.0,0.0,0.0,0.68,0.0,0.02,0.0,0.0,0.3,0.68,0.38
2373,0,9,0.04,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.93,0.93,0.89
2374,0,9,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.96,0.96,0.95
2375,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.98,0.98,0.96
2376,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.97,0.97,0.94
2377,9,0,0.67,0.02,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.26,0.67,0.41
2378,9,6,0.02,0.04,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.01,0.92,0.88
2379,9,6,0.24,0.23,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.52,0.28
2380,2,1,0.03,0.81,0.04,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.81,0.71
2381,9,6,0.0,0.11,0.0,0.0,0.0,0.0,0.89,0.0,0.0,0.0,0.89,0.78
2382,9,6,0.0,0.17,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.82,0.65
2383,2,0,0.84,0.12,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.84,0.72
2384,2,0,0.68,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.37
2387,2,1,0.01,0.8,0.06,0.01,0.0,0.0,0.13,0.0,0.0,0.0,0.8,0.67
2388,2,1,0.0,0.98,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.98,0.97
2390,2,1,0.01,0.74,0.06,0.01,0.0,0.0,0.19,0.0,0.0,0.0,0.74,0.55
2616,5,8,0.0,0.01,0.0,0.31,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.36
2617,8,8,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.89
2618,8,8,0.0,0.02,0.1,0.01,0.0,0.0,0.0,0.0,0.87,0.0,0.87,0.77
2619,8,8,0.0,0.02,0.1,0.01,0.0,0.0,0.02,0.0,0.85,0.0,0.85,0.75
2620,8,2,0.0,0.0,0.72,0.04,0.0,0.0,0.02,0.0,0.22,0.0,0.72,0.5
2621,8,8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.79,0.59
2622,8,8,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.98,0.0,0.98,0.97
2623,7,9,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.46,0.48,0.48,0.02
2624,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.98,0.98,0.97
2625,3,9,0.0,0.0,0.0,0.02,0.31,0.0,0.0,0.0,0.0,0.68,0.68,0.37
2626,3,9,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.02,0.96,0.96,0.94
2627,8,9,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.28,0.69,0.69,0.41
2628,3,9,0.0,0.0,0.0,0.0,0.15,0.0,0.01,0.0,0.0,0.84,0.84,0.69
2629,3,9,0.0,0.0,0.0,0.0,0.21,0.0,0.01,0.0,0.0,0.78,0.78,0.57
2630,0,0,0.55,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.05,0.36,0.55,0.19
2631,9,0,0.32,0.22,0.0,0.01,0.0,0.0,0.31,0.0,0.05,0.09,0.32,0.01
2632,2,6,0.05,0.37,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.01,0.57,0.2
2633,2,1,0.08,0.73,0.02,0.02,0.0,0.0,0.16,0.0,0.0,0.0,0.73,0.57
2635,2,1,0.01,0.96,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.96,0.94
2636,9,1,0.2,0.59,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.59,0.38
2851,9,3,0.0,0.0,0.0,0.55,0.0,0.0,0.13,0.31,0.0,0.0,0.55,0.24
2852,8,8,0.0,0.0,0.05,0.01,0.0,0.0,0.01,0.0,0.93,0.0,0.93,0.88
2853,8,8,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.94,0.0,0.94,0.89
2854,8,8,0.0,0.0,0.03,0.17,0.0,0.0,0.31,0.0,0.48,0.0,0.48,0.17
2855,8,8,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.89,0.0,0.89,0.81
2856,8,1,0.0,0.5,0.02,0.0,0.0,0.0,0.21,0.0,0.26,0.0,0.5,0.24
2857,2,1,0.0,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.97
2858,2,1,0.0,0.99,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98
2859,2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2860,2,2,0.03,0.15,0.63,0.0,0.0,0.0,0.07,0.0,0.11,0.0,0.63,0.48
2861,2,2,0.0,0.02,0.75,0.01,0.0,0.0,0.2,0.0,0.01,0.0,0.75,0.55
2862,2,1,0.0,0.98,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.96
2864,8,1,0.0,0.62,0.0,0.38,0.0,0.0,0.0,0.01,0.0,0.0,0.62,0.24
2866,8,8,0.0,0.23,0.03,0.02,0.0,0.0,0.05,0.0,0.67,0.0,0.67,0.44
2867,8,8,0.0,0.45,0.06,0.0,0.0,0.0,0.03,0.0,0.46,0.0,0.46,0.01
2868,8,8,0.0,0.14,0.05,0.01,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.66
2869,5,8,0.0,0.02,0.0,0.19,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.61
2870,5,8,0.0,0.01,0.0,0.17,0.0,0.0,0.0,0.0,0.82,0.0,0.82,0.65
2871,8,8,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.98,0.0,0.98,0.97
2872,8,2,0.0,0.0,0.97,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.97,0.95
2873,8,2,0.0,0.0,0.97,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.97,0.96
2874,8,8,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.96,0.0,0.96,0.95
2875,7,8,0.04,0.0,0.01,0.0,0.01,0.0,0.03,0.0,0.8,0.1,0.8,0.7
2876,0,9,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.56,0.56,0.15
2877,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.97,0.97,0.94
2878,3,3,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.46,0.54,0.08
2879,7,9,0.0,0.0,0.0,0.14,0.0,0.0,0.36,0.0,0.07,0.43,0.43,0.07
2880,8,8,0.0,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.81,0.12,0.81,0.69
