id,clusterkmeans,clustergmm,probcl0,probcl1,probcl2,probcl3,probcl4,probcl5,probcl6,probcl7,probcl8,probcl9,probmax,stability
38007,0,9,0.03,0.0,0.0,0.04,0.0,0.0,0.31,0.0,0.0,0.61,0.61,0.3
38008,1,2,0.0,0.0,0.85,0.08,0.0,0.0,0.0,0.0,0.0,0.07,0.85,0.77
38009,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38010,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38011,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38012,1,2,0.0,0.0,0.92,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.84
38013,1,2,0.0,0.0,0.66,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.32
38014,1,3,0.0,0.0,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98
38017,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
38019,1,7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.4
38020,1,7,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.79,0.0,0.0,0.79,0.58
38024,1,2,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5
38025,1,2,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.76,0.52
38026,1,9,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.06
38027,1,2,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.75,0.51
38028,1,2,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.96
38029,1,2,0.0,0.0,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.97
38030,1,2,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.72,0.44
38031,1,2,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.56,0.13
38032,1,2,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.96,0.92
38033,1,2,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.4
38035,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38036,1,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.98
38037,1,2,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.89,0.78
38038,1,2,0.0,0.0,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.96,0.93
38039,1,2,0.0,0.0,0.97,0.01,0.0,0.0,0.02,0.0,0.0,0.01,0.97,0.95
38040,1,2,0.0,0.0,0.97,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.97,0.95
38041,1,2,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98
38042,1,2,0.0,0.0,0.82,0.02,0.0,0.0,0.03,0.0,0.0,0.12,0.82,0.7
38043,1,2,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.95,0.91
38044,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38045,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38046,0,2,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,0.98
38047,0,2,0.02,0.0,0.95,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.95,0.93
38048,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38049,1,2,0.0,0.0,0.54,0.1,0.0,0.0,0.02,0.0,0.0,0.34,0.54,0.2
38050,0,2,0.0,0.0,0.58,0.0,0.0,0.0,0.03,0.0,0.11,0.28,0.58,0.3
38051,0,2,0.04,0.0,0.53,0.0,0.0,0.0,0.02,0.0,0.06,0.35,0.53,0.18
38052,1,2,0.0,0.0,0.97,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.97,0.95
38053,1,2,0.0,0.0,0.66,0.03,0.0,0.0,0.02,0.0,0.0,0.29,0.66,0.37
38054,1,9,0.0,0.0,0.03,0.06,0.44,0.0,0.0,0.0,0.0,0.47,0.47,0.03
38055,1,2,0.0,0.0,0.75,0.15,0.01,0.0,0.0,0.0,0.0,0.09,0.75,0.6
38056,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38057,0,2,0.0,0.0,0.87,0.0,0.03,0.0,0.02,0.0,0.01,0.07,0.87,0.8
38058,1,2,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.88,0.77
38059,1,2,0.0,0.0,0.7,0.01,0.0,0.0,0.07,0.0,0.0,0.22,0.7,0.48
38060,8,6,0.02,0.2,0.11,0.03,0.0,0.0,0.6,0.0,0.04,0.0,0.6,0.4
38061,8,8,0.0,0.06,0.29,0.02,0.0,0.0,0.15,0.0,0.48,0.0,0.48,0.19
38062,8,2,0.06,0.0,0.51,0.0,0.0,0.0,0.01,0.0,0.36,0.05,0.51,0.15
38063,8,2,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.99,0.98
38064,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38065,1,2,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.98
38066,8,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38067,8,8,0.0,0.0,0.12,0.0,0.0,0.0,0.01,0.0,0.87,0.0,0.87,0.75
38068,8,8,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.97,0.0,0.97,0.95
38069,8,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99
38070,8,2,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.68,0.37
38071,8,8,0.0,0.0,0.23,0.0,0.0,0.0,0.03,0.0,0.73,0.0,0.73,0.5
38072,8,8,0.01,0.01,0.31,0.0,0.0,0.0,0.02,0.0,0.64,0.0,0.64,0.33
38073,1,2,0.0,0.0,0.98,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.98,0.97
38074,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38075,8,2,0.0,0.0,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.96
38076,1,9,0.0,0.0,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.62
38077,1,9,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.67
38078,0,9,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.98,0.96
38079,0,9,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.93
38080,1,9,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.16
38081,1,2,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.55,0.1
38082,1,9,0.0,0.0,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.71
38083,1,9,0.0,0.0,0.14,0.02,0.0,0.0,0.17,0.0,0.0,0.66,0.66,0.49
38084,1,9,0.0,0.0,0.2,0.0,0.0,0.0,0.01,0.0,0.0,0.79,0.79,0.59
38085,0,9,0.21,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.01,0.73,0.73,0.52
38086,1,9,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.2
38087,1,2,0.0,0.0,0.89,0.0,0.0,0.0,0.01,0.0,0.0,0.1,0.89,0.79
38088,1,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99
38089,1,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.98
38090,8,2,0.0,0.0,0.93,0.01,0.0,0.0,0.03,0.0,0.03,0.01,0.93,0.9
38091,8,2,0.0,0.0,0.56,0.01,0.0,0.0,0.12,0.0,0.11,0.21,0.56,0.35
38092,7,4,0.0,0.0,0.0,0.0,0.96,0.0,0.01,0.0,0.03,0.0,0.96,0.93
38093,3,2,0.0,0.0,0.59,0.17,0.17,0.0,0.07,0.0,0.0,0.0,0.59,0.42
38094,8,2,0.0,0.0,0.83,0.0,0.01,0.0,0.14,0.0,0.01,0.0,0.83,0.69
38095,3,2,0.0,0.0,0.42,0.14,0.11,0.0,0.33,0.0,0.0,0.0,0.42,0.09
38096,3,6,0.0,0.0,0.04,0.28,0.0,0.0,0.68,0.0,0.0,0.0,0.68,0.4
38097,8,2,0.0,0.0,0.94,0.01,0.0,0.0,0.04,0.0,0.01,0.0,0.94,0.9
38098,8,2,0.0,0.0,0.88,0.0,0.0,0.0,0.03,0.0,0.08,0.0,0.88,0.8
38099,8,8,0.0,0.0,0.39,0.0,0.0,0.0,0.02,0.0,0.59,0.0,0.59,0.2
38100,8,8,0.0,0.0,0.18,0.0,0.0,0.0,0.01,0.0,0.81,0.0,0.81,0.63
38101,8,2,0.0,0.0,0.49,0.01,0.02,0.0,0.03,0.0,0.46,0.0,0.49,0.03
38102,8,8,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.98,0.0,0.98,0.97
38103,8,8,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.91,0.0,0.91,0.86
38104,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,0.99
38105,8,8,0.0,0.0,0.09,0.05,0.0,0.0,0.02,0.0,0.84,0.0,0.84,0.75
38106,8,8,0.0,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.93,0.0,0.93,0.87
38107,8,8,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.95,0.0,0.95,0.91
38108,8,6,0.0,0.0,0.0,0.02,0.0,0.0,0.79,0.0,0.19,0.0,0.79,0.6
38109,1,2,0.0,0.0,0.49,0.11,0.0,0.0,0.23,0.0,0.0,0.16,0.49,0.26
38110,1,9,0.0,0.0,0.07,0.11,0.0,0.0,0.04,0.0,0.0,0.79,0.79,0.68
38111,2,0,0.86,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.74
38112,9,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
38113,7,9,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.92,0.92,0.85
38114,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38115,7,4,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.06,0.94,0.88
38116,7,4,0.0,0.0,0.0,0.0,0.8,0.0,0.06,0.0,0.14,0.0,0.8,0.66
38117,7,6,0.0,0.0,0.0,0.0,0.23,0.0,0.77,0.0,0.0,0.0,0.77,0.54
38118,7,4,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.99,0.99
38119,7,4,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.01,0.99,0.98
38120,7,4,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.18,0.0,0.82,0.64
38121,7,4,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.33,0.0,0.66,0.33
38122,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.12,0.59,0.59,0.3
38123,1,6,0.0,0.0,0.02,0.05,0.0,0.0,0.9,0.0,0.0,0.03,0.9,0.85
38124,3,6,0.0,0.0,0.0,0.01,0.0,0.0,0.69,0.0,0.0,0.3,0.69,0.39
38125,9,6,0.0,0.0,0.0,0.06,0.0,0.0,0.94,0.0,0.0,0.0,0.94,0.88
38126,9,6,0.0,0.0,0.0,0.05,0.0,0.0,0.94,0.0,0.0,0.0,0.94,0.89
38127,9,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
38128,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9,0.9,0.8
38129,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.99
38130,7,9,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.99,0.99,0.98
38131,7,9,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,0.6,0.2
38132,7,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38133,7,3,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.03,0.0,0.96,0.93
38134,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
38135,9,9,0.0,0.0,0.0,0.04,0.0,0.0,0.47,0.0,0.0,0.49,0.49,0.02
38136,9,9,0.0,0.0,0.0,0.01,0.0,0.0,0.14,0.0,0.01,0.84,0.84,0.7
38137,9,6,0.0,0.02,0.0,0.02,0.0,0.0,0.86,0.0,0.01,0.08,0.86,0.78
38139,9,7,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.97,0.94
38143,2,3,0.0,0.01,0.0,0.97,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.95
38144,2,3,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.02,0.0,0.0,0.98,0.96
38145,2,3,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.98
38146,5,3,0.0,0.07,0.0,0.92,0.0,0.0,0.0,0.01,0.0,0.0,0.92,0.85
38147,5,3,0.0,0.34,0.0,0.64,0.0,0.0,0.0,0.02,0.0,0.0,0.64,0.3
38148,5,1,0.0,0.51,0.0,0.47,0.0,0.0,0.0,0.02,0.0,0.0,0.51,0.04
38149,5,3,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.98
38150,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38151,5,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38242,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
38243,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
38250,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
38251,2,1,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.97,0.95
38254,2,1,0.01,0.83,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.01,0.83,0.75
38255,5,3,0.0,0.08,0.0,0.39,0.0,0.0,0.17,0.0,0.0,0.36,0.39,0.03
38256,1,9,0.0,0.0,0.0,0.2,0.0,0.0,0.08,0.0,0.0,0.72,0.72,0.52
38258,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.02,0.98,0.96
38259,5,9,0.0,0.0,0.0,0.18,0.0,0.0,0.24,0.0,0.0,0.59,0.59,0.35
38260,0,0,0.47,0.12,0.0,0.01,0.0,0.0,0.27,0.0,0.0,0.13,0.47,0.2
38261,1,2,0.0,0.0,0.92,0.02,0.0,0.0,0.01,0.0,0.0,0.06,0.92,0.86
38262,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38263,1,2,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.98,0.96
38264,1,2,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.98,0.97
38265,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38266,1,3,0.0,0.0,0.37,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.26
38267,1,3,0.0,0.0,0.11,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.78
38268,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38276,1,3,0.0,0.0,0.04,0.95,0.0,0.0,0.01,0.0,0.0,0.0,0.95,0.91
38277,1,2,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.79,0.58
38278,1,2,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.86,0.72
38279,1,2,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.81,0.62
38280,0,9,0.0,0.0,0.15,0.0,0.0,0.0,0.01,0.0,0.0,0.84,0.84,0.69
38281,1,2,0.0,0.0,0.68,0.0,0.0,0.0,0.04,0.0,0.0,0.27,0.68,0.41
38283,0,9,0.0,0.0,0.37,0.0,0.0,0.0,0.08,0.0,0.0,0.55,0.55,0.18
38284,0,0,0.52,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.33,0.52,0.19
38285,0,2,0.12,0.0,0.51,0.0,0.0,0.0,0.01,0.0,0.34,0.01,0.51,0.17
38286,2,2,0.03,0.05,0.84,0.0,0.0,0.0,0.05,0.0,0.02,0.0,0.84,0.79
38287,2,2,0.0,0.0,0.96,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.96,0.92
38288,2,2,0.01,0.0,0.95,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.95,0.93
38289,1,2,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.95,0.9
38290,0,2,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.72,0.44
38291,1,2,0.0,0.0,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.92
38292,1,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.98
38294,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38295,2,2,0.0,0.0,0.98,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.98,0.97
38296,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38297,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38298,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38299,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38300,1,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99
38301,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38302,1,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99
38303,1,2,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.91,0.83
38304,1,2,0.0,0.0,0.79,0.0,0.0,0.0,0.02,0.0,0.0,0.19,0.79,0.6
38305,1,2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.6
38306,1,9,0.0,0.0,0.07,0.15,0.0,0.0,0.0,0.0,0.0,0.77,0.77,0.62
38307,1,2,0.0,0.0,0.47,0.26,0.05,0.0,0.0,0.0,0.0,0.21,0.47,0.21
38308,1,3,0.0,0.0,0.13,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.74
38309,1,2,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.84,0.69
38310,1,2,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.68,0.37
38311,1,2,0.0,0.0,0.82,0.01,0.0,0.0,0.01,0.0,0.0,0.16,0.82,0.66
38312,0,9,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.9,0.9,0.83
38313,7,9,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.33,0.63,0.63,0.3
38314,8,8,0.01,0.01,0.01,0.02,0.0,0.0,0.16,0.0,0.77,0.01,0.77,0.61
38315,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.59,0.0,0.59,0.18
38316,8,8,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.9,0.0,0.9,0.81
38317,8,2,0.0,0.0,0.92,0.0,0.0,0.0,0.01,0.0,0.07,0.0,0.92,0.85
38318,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38319,3,2,0.0,0.0,0.87,0.06,0.05,0.0,0.02,0.0,0.0,0.0,0.87,0.81
38320,7,8,0.0,0.0,0.04,0.01,0.08,0.0,0.02,0.0,0.85,0.01,0.85,0.77
38321,8,2,0.0,0.0,0.98,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.98,0.97
38322,8,2,0.0,0.0,0.97,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.97,0.96
38323,8,2,0.0,0.0,0.81,0.11,0.0,0.0,0.08,0.0,0.0,0.0,0.81,0.7
38324,8,2,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,0.98
38325,1,2,0.0,0.0,0.95,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.95,0.92
38326,1,2,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99
38327,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38328,8,2,0.0,0.03,0.85,0.01,0.0,0.0,0.02,0.0,0.1,0.0,0.85,0.75
38329,8,2,0.0,0.0,0.99,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.99,0.98
38330,1,2,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.94,0.89
38331,1,9,0.0,0.0,0.17,0.03,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.63
38332,1,9,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.96,0.96,0.93
38333,1,9,0.0,0.0,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.92,0.92,0.85
38334,0,9,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0.98
38335,1,9,0.0,0.0,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.81
38336,1,9,0.0,0.0,0.13,0.0,0.0,0.0,0.01,0.0,0.0,0.86,0.86,0.73
38337,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.85,0.85,0.7
38338,0,9,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.98,0.98,0.97
38339,0,9,0.02,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.93,0.93,0.9
38340,1,2,0.0,0.0,0.98,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.98,0.97
38341,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38342,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38343,1,2,0.0,0.0,0.94,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.94,0.89
38344,8,2,0.0,0.0,0.95,0.02,0.0,0.0,0.03,0.0,0.0,0.0,0.95,0.92
38345,8,2,0.0,0.0,0.97,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.97,0.96
38346,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
38347,8,2,0.0,0.0,0.67,0.11,0.05,0.0,0.17,0.0,0.0,0.0,0.67,0.5
38348,8,4,0.0,0.0,0.13,0.04,0.58,0.0,0.25,0.0,0.01,0.0,0.58,0.33
38349,7,8,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.93,0.0,0.93,0.89
38350,8,8,0.0,0.0,0.12,0.0,0.0,0.0,0.04,0.0,0.84,0.0,0.84,0.72
38351,8,2,0.0,0.0,0.91,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.91,0.84
38352,1,2,0.0,0.0,0.92,0.04,0.01,0.0,0.04,0.0,0.0,0.0,0.92,0.88
38353,8,2,0.0,0.0,0.84,0.04,0.0,0.0,0.03,0.0,0.09,0.0,0.84,0.75
38354,8,2,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.62,0.25
38355,8,2,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.81,0.63
38356,8,2,0.0,0.0,0.94,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.94,0.9
38357,8,8,0.0,0.0,0.13,0.01,0.0,0.0,0.03,0.0,0.83,0.0,0.83,0.7
38358,8,2,0.0,0.0,0.53,0.03,0.0,0.0,0.0,0.0,0.44,0.0,0.53,0.09
38359,8,2,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.93,0.86
38360,8,2,0.0,0.0,0.74,0.03,0.0,0.0,0.23,0.0,0.0,0.0,0.74,0.51
38361,1,9,0.0,0.0,0.03,0.01,0.0,0.0,0.02,0.0,0.0,0.93,0.93,0.9
38362,1,9,0.0,0.0,0.08,0.05,0.0,0.0,0.01,0.0,0.0,0.86,0.86,0.78
38363,1,2,0.0,0.0,0.97,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.97,0.95
38365,9,0,0.94,0.04,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.94,0.9
38366,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.01,0.99,0.98
38367,3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.98,0.98,0.96
38368,3,4,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.28,0.72,0.44
38369,7,4,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.08,0.05,0.87,0.79
38370,7,4,0.0,0.0,0.0,0.0,0.89,0.0,0.02,0.0,0.0,0.09,0.89,0.8
38371,3,4,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.02,0.97,0.95
38372,3,4,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.27,0.73,0.46
38373,7,4,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.04,0.96,0.92
38374,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.48,0.06,0.48,0.02
38375,9,6,0.0,0.0,0.0,0.01,0.0,0.0,0.82,0.0,0.04,0.13,0.82,0.69
38376,3,6,0.0,0.0,0.0,0.06,0.0,0.0,0.93,0.02,0.0,0.0,0.93,0.87
38377,1,2,0.0,0.0,0.69,0.15,0.0,0.0,0.11,0.0,0.0,0.04,0.69,0.54
38378,1,2,0.0,0.0,0.91,0.04,0.0,0.0,0.0,0.0,0.0,0.05,0.91,0.86
38379,1,3,0.0,0.0,0.02,0.96,0.0,0.0,0.02,0.0,0.0,0.0,0.96,0.94
